ALL DATA ARE PROVISIONAL AND SUBJECT TO REVISION
08373000 Rio Conchos Near Ojinaga, Chih.
    Date     Time
             CST       Stage (m)          Discharge (cms)        
03/15/2020   04:45       1.215                 0.55
03/15/2020   04:30       1.215                 0.55
03/15/2020   04:15       1.214                 0.54
03/15/2020   04:00       1.215                 0.55
03/15/2020   03:45       1.215                 0.55
03/15/2020   03:30       1.214                 0.54
03/15/2020   03:15       1.215                 0.55
03/15/2020   03:00       1.215                 0.55
03/15/2020   02:45       1.214                 0.54
03/15/2020   02:30       1.214                 0.54
03/15/2020   02:15       1.214                 0.54
03/15/2020   02:00       1.213                 0.53
03/15/2020   01:45       1.213                 0.53
03/15/2020   01:30       1.212                 0.52
03/15/2020   01:15       1.212                 0.52
03/15/2020   01:00       1.213                 0.53
03/15/2020   00:45       1.212                 0.52
03/15/2020   00:30       1.212                 0.52
03/15/2020   00:15       1.212                 0.52
03/15/2020   00:00       1.212                 0.52
03/14/2020   23:45       1.214                 0.54
03/14/2020   23:30       1.215                 0.55
03/14/2020   23:15       1.214                 0.54
03/14/2020   23:00       1.214                 0.54
03/14/2020   22:45       1.213                 0.53
03/14/2020   22:30       1.213                 0.53
03/14/2020   22:15       1.212                 0.52
03/14/2020   22:00       1.212                 0.52
03/14/2020   21:45       1.210                 0.50
03/14/2020   21:30       1.210                 0.50
03/14/2020   21:15       1.210                 0.50
03/14/2020   21:00       1.209                 0.49
03/14/2020   20:45       1.208                 0.49
03/14/2020   20:30       1.209                 0.49
03/14/2020   20:15       1.209                 0.49
03/14/2020   20:00       1.208                 0.49
03/14/2020   19:45       1.209                 0.49
03/14/2020   19:30       1.208                 0.49
03/14/2020   19:15       1.209                 0.49
03/14/2020   19:00       1.208                 0.49
03/14/2020   18:45       1.208                 0.49
03/14/2020   18:30       1.207                 0.48
03/14/2020   18:15       1.208                 0.49
03/14/2020   18:00       1.208                 0.49
03/14/2020   17:45       1.209                 0.49
03/14/2020   17:30       1.209                 0.49
03/14/2020   17:15       1.208                 0.49
03/14/2020   17:00       1.208                 0.49
03/14/2020   16:45       1.208                 0.49
03/14/2020   16:30       1.209                 0.49
03/14/2020   16:15       1.209                 0.49
03/14/2020   16:00       1.208                 0.49
03/14/2020   15:45       1.208                 0.49
03/14/2020   15:30       1.208                 0.49
03/14/2020   15:15       1.207                 0.48
03/14/2020   15:00       1.208                 0.49
03/14/2020   14:45       1.208                 0.49
03/14/2020   14:30       1.208                 0.49
03/14/2020   14:15       1.208                 0.49
03/14/2020   14:00       1.207                 0.48
03/14/2020   13:45       1.208                 0.49
03/14/2020   13:30       1.208                 0.49
03/14/2020   13:15       1.207                 0.48
03/14/2020   13:00       1.208                 0.49
03/14/2020   12:45       1.208                 0.49
03/14/2020   12:30       1.208                 0.49
03/14/2020   12:15       1.207                 0.48
03/14/2020   12:00       1.209                 0.49
03/14/2020   11:45       1.208                 0.49
03/14/2020   11:30       1.208                 0.49
03/14/2020   11:15       1.209                 0.49
03/14/2020   11:00       1.209                 0.49
03/14/2020   10:45       1.209                 0.49
03/14/2020   10:30       1.209                 0.49
03/14/2020   10:15       1.210                 0.50
03/14/2020   10:00       1.209                 0.49
03/14/2020   09:45       1.209                 0.49
03/14/2020   09:30       1.211                 0.51
03/14/2020   09:15       1.211                 0.51
03/14/2020   09:00       1.210                 0.50
03/14/2020   08:45       1.210                 0.50
03/14/2020   08:30       1.210                 0.50
03/14/2020   08:15       1.210                 0.50
03/14/2020   08:00       1.210                 0.50
03/14/2020   07:45       1.211                 0.51
03/14/2020   07:30       1.211                 0.51
03/14/2020   07:15       1.211                 0.51
03/14/2020   07:00       1.211                 0.51
03/14/2020   06:45       1.211                 0.51
03/14/2020   06:30       1.212                 0.52
03/14/2020   06:15       1.212                 0.52
03/14/2020   06:00       1.212                 0.52
03/14/2020   05:45       1.211                 0.51
03/14/2020   05:30       1.211                 0.51
03/14/2020   05:15       1.212                 0.52
03/14/2020   05:00       1.212                 0.52
03/14/2020   04:45       1.212                 0.52
03/14/2020   04:30       1.212                 0.52
03/14/2020   04:15       1.212                 0.52
03/14/2020   04:00       1.213                 0.53
03/14/2020   03:45       1.212                 0.52
03/14/2020   03:30       1.212                 0.52
03/14/2020   03:15       1.212                 0.52
03/14/2020   03:00       1.212                 0.52
03/14/2020   02:45       1.212                 0.52
03/14/2020   02:30       1.212                 0.52
03/14/2020   02:15       1.213                 0.53
03/14/2020   02:00       1.212                 0.52
03/14/2020   01:45       1.212                 0.52
03/14/2020   01:30       1.212                 0.52
03/14/2020   01:15       1.213                 0.53
03/14/2020   01:00       1.213                 0.53
03/14/2020   00:45       1.213                 0.53
03/14/2020   00:30       1.213                 0.53
03/14/2020   00:15       1.213                 0.53
03/14/2020   00:00       1.213                 0.53
03/13/2020   23:45       1.212                 0.52
03/13/2020   23:30       1.212                 0.52
03/13/2020   23:15       1.212                 0.52
03/13/2020   23:00       1.212                 0.52
03/13/2020   22:45       1.209                 0.49
03/13/2020   22:30       1.212                 0.52
03/13/2020   22:15       1.211                 0.51
03/13/2020   22:00       1.211                 0.51
03/13/2020   21:45       1.212                 0.52
03/13/2020   21:30       1.211                 0.51
03/13/2020   21:15       1.211                 0.51
03/13/2020   21:00       1.211                 0.51
03/13/2020   20:45       1.211                 0.51
03/13/2020   20:30       1.212                 0.52
03/13/2020   20:15       1.212                 0.52
03/13/2020   20:00       1.212                 0.52
03/13/2020   19:45       1.211                 0.51
03/13/2020   19:30       1.212                 0.52
03/13/2020   19:15       1.212                 0.52
03/13/2020   19:00       1.212                 0.52
03/13/2020   18:45       1.212                 0.52
03/13/2020   18:30       1.212                 0.52
03/13/2020   18:15       1.212                 0.52
03/13/2020   18:00       1.213                 0.53
03/13/2020   17:45       1.213                 0.53
03/13/2020   17:30       1.213                 0.53
03/13/2020   17:15       1.214                 0.54
03/13/2020   17:00       1.214                 0.54
03/13/2020   16:45       1.215                 0.55
03/13/2020   16:30       1.214                 0.54
03/13/2020   16:15       1.214                 0.54
03/13/2020   16:00       1.215                 0.55
03/13/2020   15:45       1.215                 0.55
03/13/2020   15:30       1.215                 0.55
03/13/2020   15:15       1.215                 0.55
03/13/2020   15:00       1.216                 0.56
03/13/2020   14:45       1.216                 0.56
03/13/2020   14:30       1.216                 0.56
03/13/2020   14:15       1.216                 0.56
03/13/2020   14:00       1.216                 0.56
03/13/2020   13:45       1.216                 0.56
03/13/2020   13:30       1.216                 0.56
03/13/2020   13:15       1.216                 0.56
03/13/2020   13:00       1.216                 0.56
03/13/2020   12:45       1.216                 0.56
03/13/2020   12:30       1.216                 0.56
03/13/2020   12:15       1.216                 0.56
03/13/2020   12:00       1.216                 0.56
03/13/2020   11:45       1.216                 0.56
03/13/2020   11:30       1.217                 0.57
03/13/2020   11:15       1.217                 0.57
03/13/2020   11:00       1.217                 0.57
03/13/2020   10:45       1.218                 0.58
03/13/2020   10:30       1.219                 0.59
03/13/2020   10:15       1.219                 0.59
03/13/2020   10:00       1.219                 0.59
03/13/2020   09:45       1.220                 0.61
03/13/2020   09:30       1.221                 0.62
03/13/2020   09:15       1.221                 0.62
03/13/2020   09:00       1.221                 0.62
03/13/2020   08:45       1.222                 0.63
03/13/2020   08:30       1.223                 0.64
03/13/2020   08:15       1.223                 0.64
03/13/2020   08:00       1.224                 0.65
03/13/2020   07:45       1.224                 0.65
03/13/2020   07:30       1.225                 0.66
03/13/2020   07:15       1.225                 0.66
03/13/2020   07:00       1.225                 0.66
03/13/2020   06:45       1.225                 0.66
03/13/2020   06:30       1.225                 0.66
03/13/2020   06:15       1.224                 0.65
03/13/2020   06:00       1.223                 0.64
03/13/2020   05:45       1.221                 0.62
03/13/2020   05:30       1.219                 0.59
03/13/2020   05:15       1.217                 0.57
03/13/2020   05:00       1.216                 0.56
03/13/2020   04:45       1.216                 0.56
03/13/2020   04:30       1.215                 0.55
03/13/2020   04:15       1.214                 0.54
03/13/2020   04:00       1.214                 0.54
03/13/2020   03:45       1.213                 0.53
03/13/2020   03:30       1.213                 0.53
03/13/2020   03:15       1.213                 0.53
03/13/2020   03:00       1.213                 0.53
03/13/2020   02:45       1.212                 0.52
03/13/2020   02:30       1.212                 0.52
03/13/2020   02:15       1.212                 0.52
03/13/2020   02:00       1.212                 0.52
03/13/2020   01:45       1.211                 0.51
03/13/2020   01:30       1.211                 0.51
03/13/2020   01:15       1.213                 0.53
03/13/2020   01:00       1.212                 0.52
03/13/2020   00:45       1.212                 0.52
03/13/2020   00:30       1.211                 0.51
03/13/2020   00:15       1.212                 0.52
03/13/2020   00:00       1.212                 0.52
03/12/2020   23:45       1.213                 0.53
03/12/2020   23:30       1.214                 0.54
03/12/2020   23:15       1.216                 0.56
03/12/2020   23:00       1.215                 0.55
03/12/2020   22:45       1.215                 0.55
03/12/2020   22:30       1.214                 0.54
03/12/2020   22:15       1.213                 0.53
03/12/2020   22:00       1.214                 0.54
03/12/2020   21:45       1.214                 0.54
03/12/2020   21:30       1.213                 0.53
03/12/2020   21:15       1.212                 0.52
03/12/2020   21:00       1.212                 0.52
03/12/2020   20:45       1.212                 0.52
03/12/2020   20:30       1.212                 0.52
03/12/2020   20:15       1.212                 0.52
03/12/2020   20:00       1.213                 0.53
03/12/2020   19:45       1.213                 0.53
03/12/2020   19:30       1.214                 0.54
03/12/2020   19:15       1.213                 0.53
03/12/2020   19:00       1.213                 0.53
03/12/2020   18:45       1.213                 0.53
03/12/2020   18:30       1.213                 0.53
03/12/2020   18:15       1.213                 0.53
03/12/2020   18:00       1.212                 0.52
03/12/2020   17:45       1.213                 0.53
03/12/2020   17:30       1.213                 0.53
03/12/2020   17:15       1.212                 0.52
03/12/2020   17:00       1.213                 0.53
03/12/2020   16:45       1.213                 0.53
03/12/2020   16:30       1.213                 0.53
03/12/2020   16:15       1.213                 0.53
03/12/2020   16:00       1.214                 0.54
03/12/2020   15:45       1.214                 0.54
03/12/2020   15:30       1.214                 0.54
03/12/2020   15:15       1.213                 0.53
03/12/2020   15:00       1.214                 0.54
03/12/2020   14:45       1.214                 0.54
03/12/2020   14:30       1.214                 0.54
03/12/2020   14:15       1.214                 0.54
03/12/2020   14:00       1.214                 0.54
03/12/2020   13:45       1.214                 0.54
03/12/2020   13:30       1.214                 0.54
03/12/2020   13:15       1.214                 0.54
03/12/2020   13:00       1.214                 0.54
03/12/2020   12:45       1.214                 0.54
03/12/2020   12:30       1.215                 0.55
03/12/2020   12:15       1.215                 0.55
03/12/2020   12:00       1.216                 0.56
03/12/2020   11:45       1.217                 0.57
03/12/2020   11:30       1.217                 0.57
03/12/2020   11:15       1.218                 0.58
03/12/2020   11:00       1.218                 0.58
03/12/2020   10:45       1.219                 0.59
03/12/2020   10:30       1.219                 0.59
03/12/2020   10:15       1.218                 0.58
03/12/2020   10:00       1.217                 0.57
03/12/2020   09:45       1.217                 0.57
03/12/2020   09:30       1.217                 0.57
03/12/2020   09:15       1.217                 0.57
03/12/2020   09:00       1.216                 0.56
03/12/2020   08:45       1.217                 0.57
03/12/2020   08:30       1.217                 0.57
03/12/2020   08:15       1.217                 0.57
03/12/2020   08:00       1.218                 0.58
03/12/2020   07:45       1.217                 0.57
03/12/2020   07:30       1.217                 0.57
03/12/2020   07:15       1.217                 0.57
03/12/2020   07:00       1.216                 0.56
03/12/2020   06:45       1.217                 0.57
03/12/2020   06:30       1.217                 0.57
03/12/2020   06:15       1.217                 0.57
03/12/2020   06:00       1.217                 0.57
03/12/2020   05:45       1.216                 0.56
03/12/2020   05:30       1.216                 0.56
03/12/2020   05:15       1.216                 0.56
03/12/2020   05:00       1.216                 0.56
03/12/2020   04:45       1.216                 0.56
03/12/2020   04:30       1.215                 0.55
03/12/2020   04:15       1.215                 0.55
03/12/2020   04:00       1.214                 0.54
03/12/2020   03:45       1.215                 0.55
03/12/2020   03:30       1.215                 0.55
03/12/2020   03:15       1.214                 0.54
03/12/2020   03:00       1.214                 0.54
03/12/2020   02:45       1.213                 0.53
03/12/2020   02:30       1.213                 0.53
03/12/2020   02:15       1.213                 0.53
03/12/2020   02:00       1.212                 0.52
03/12/2020   01:45       1.212                 0.52
03/12/2020   01:30       1.211                 0.51
03/12/2020   01:15       1.211                 0.51
03/12/2020   01:00       1.211                 0.51
03/12/2020   00:45       1.210                 0.50
03/12/2020   00:30       1.210                 0.50
03/12/2020   00:15       1.211                 0.51
03/12/2020   00:00       1.211                 0.51
03/11/2020   23:45       1.210                 0.50
03/11/2020   23:30       1.210                 0.50
03/11/2020   23:15       1.210                 0.50
03/11/2020   23:00       1.210                 0.50
03/11/2020   22:45       1.210                 0.50
03/11/2020   22:30       1.210                 0.50
03/11/2020   22:15       1.210                 0.50
03/11/2020   22:00       1.210                 0.50
03/11/2020   21:45       1.211                 0.51
03/11/2020   21:30       1.210                 0.50
03/11/2020   21:15       1.211                 0.51
03/11/2020   21:00       1.210                 0.50
03/11/2020   20:45       1.210                 0.50
03/11/2020   20:30       1.210                 0.50
03/11/2020   20:15       1.210                 0.50
03/11/2020   20:00       1.210                 0.50
03/11/2020   19:45       1.211                 0.51
03/11/2020   19:30       1.210                 0.50
03/11/2020   19:15       1.210                 0.50
03/11/2020   19:00       1.211                 0.51
03/11/2020   18:45       1.210                 0.50
03/11/2020   18:30       1.211                 0.51
03/11/2020   18:15       1.210                 0.50
03/11/2020   18:00       1.210                 0.50
03/11/2020   17:45       1.210                 0.50
03/11/2020   17:30       1.210                 0.50
03/11/2020   17:15       1.210                 0.50
03/11/2020   17:00       1.212                 0.52
03/11/2020   16:45       1.211                 0.51
03/11/2020   16:30       1.211                 0.51
03/11/2020   16:15       1.210                 0.50
03/11/2020   16:00       1.211                 0.51
03/11/2020   15:45       1.211                 0.51
03/11/2020   15:30       1.211                 0.51
03/11/2020   15:15       1.211                 0.51
03/11/2020   15:00       1.210                 0.50
03/11/2020   14:45       1.209                 0.49
03/11/2020   14:30       1.210                 0.50
03/11/2020   14:15       1.208                 0.49
03/11/2020   14:00       1.207                 0.48
03/11/2020   13:45       1.208                 0.49
03/11/2020   13:30       1.207                 0.48
03/11/2020   13:15       1.209                 0.49
03/11/2020   13:00       1.208                 0.49
03/11/2020   12:45       1.208                 0.49
03/11/2020   12:30       1.208                 0.49
03/11/2020   12:15       1.207                 0.48
03/11/2020   12:00       1.208                 0.49
03/11/2020   11:45       1.208                 0.49
03/11/2020   11:30       1.208                 0.49
03/11/2020   11:15       1.208                 0.49
03/11/2020   11:00       1.208                 0.49
03/11/2020   10:45       1.208                 0.49
03/11/2020   10:30       1.208                 0.49
03/11/2020   10:15       1.208                 0.49
03/11/2020   10:00       1.208                 0.49
03/11/2020   09:45       1.208                 0.49
03/11/2020   09:30       1.209                 0.49
03/11/2020   09:15       1.209                 0.49
03/11/2020   09:00       1.209                 0.49
03/11/2020   08:45       1.209                 0.49
03/11/2020   08:30       1.209                 0.49
03/11/2020   08:15       1.209                 0.49
03/11/2020   08:00       1.210                 0.50
03/11/2020   07:45       1.209                 0.49
03/11/2020   07:30       1.209                 0.49
03/11/2020   07:15       1.209                 0.49
03/11/2020   07:00       1.210                 0.50
03/11/2020   06:45       1.210                 0.50
03/11/2020   06:30       1.210                 0.50
03/11/2020   06:15       1.209                 0.49
03/11/2020   06:00       1.210                 0.50
03/11/2020   05:45       1.210                 0.50
03/11/2020   05:30       1.210                 0.50
03/11/2020   05:15       1.211                 0.51
03/11/2020   05:00       1.211                 0.51
03/11/2020   04:45       1.212                 0.52
03/11/2020   04:30       1.212                 0.52
03/11/2020   04:15       1.212                 0.52
03/11/2020   04:00       1.212                 0.52
03/11/2020   03:45       1.212                 0.52
03/11/2020   03:30       1.211                 0.51
03/11/2020   03:15       1.210                 0.50
03/11/2020   03:00       1.211                 0.51
03/11/2020   02:45       1.209                 0.49
03/11/2020   02:30       1.209                 0.49
03/11/2020   02:15       1.209                 0.49
03/11/2020   02:00       1.209                 0.49
03/11/2020   01:45       1.209                 0.49
03/11/2020   01:30       1.210                 0.50
03/11/2020   01:15       1.210                 0.50
03/11/2020   01:00       1.209                 0.49
03/11/2020   00:45       1.209                 0.49
03/11/2020   00:30       1.210                 0.50
03/11/2020   00:15       1.210                 0.50
03/11/2020   00:00       1.209                 0.49
03/10/2020   23:45       1.209                 0.49
03/10/2020   23:30       1.210                 0.50
03/10/2020   23:15       1.210                 0.50
03/10/2020   23:00       1.210                 0.50
03/10/2020   22:45       1.209                 0.49
03/10/2020   22:30       1.210                 0.50
03/10/2020   22:15       1.210                 0.50
03/10/2020   22:00       1.209                 0.49
03/10/2020   21:45       1.210                 0.50
03/10/2020   21:30       1.210                 0.50
03/10/2020   21:15       1.210                 0.50
03/10/2020   21:00       1.210                 0.50
03/10/2020   20:45       1.210                 0.50
03/10/2020   20:30       1.210                 0.50
03/10/2020   20:15       1.210                 0.50
03/10/2020   20:00       1.211                 0.51
03/10/2020   19:45       1.210                 0.50
03/10/2020   19:30       1.210                 0.50
03/10/2020   19:15       1.210                 0.50
03/10/2020   19:00       1.211                 0.51
03/10/2020   18:45       1.211                 0.51
03/10/2020   18:30       1.210                 0.50
03/10/2020   18:15       1.210                 0.50
03/10/2020   18:00       1.210                 0.50
03/10/2020   17:45       1.210                 0.50
03/10/2020   17:30       1.210                 0.50
03/10/2020   17:15       1.210                 0.50
03/10/2020   17:00       1.210                 0.50
03/10/2020   16:45       1.211                 0.51
03/10/2020   16:30       1.211                 0.51
03/10/2020   16:15       1.211                 0.51
03/10/2020   16:00       1.211                 0.51
03/10/2020   15:45       1.211                 0.51
03/10/2020   15:30       1.211                 0.51
03/10/2020   15:15       1.211                 0.51
03/10/2020   15:00       1.213                 0.53
03/10/2020   14:45       1.213                 0.53
03/10/2020   14:30       1.213                 0.53
03/10/2020   14:15       1.214                 0.54
03/10/2020   14:00       1.214                 0.54
03/10/2020   13:45       1.215                 0.55
03/10/2020   13:30       1.216                 0.56
03/10/2020   13:15       1.216                 0.56
03/10/2020   13:00       1.216                 0.56
03/10/2020   12:45       1.217                 0.57
03/10/2020   12:30       1.218                 0.58
03/10/2020   12:15       1.219                 0.59
03/10/2020   12:00       1.219                 0.59
03/10/2020   11:45       1.220                 0.61
03/10/2020   11:30       1.220                 0.61
03/10/2020   11:15       1.220                 0.61
03/10/2020   11:00       1.220                 0.61
03/10/2020   10:45       1.220                 0.61
03/10/2020   10:30       1.220                 0.61
03/10/2020   10:15       1.220                 0.61
03/10/2020   10:00       1.219                 0.59
03/10/2020   09:45       1.218                 0.58
03/10/2020   09:30       1.218                 0.58
03/10/2020   09:15       1.218                 0.58
03/10/2020   09:00       1.217                 0.57
03/10/2020   08:45       1.216                 0.56
03/10/2020   08:30       1.216                 0.56
03/10/2020   08:15       1.216                 0.56
03/10/2020   08:00       1.216                 0.56
03/10/2020   07:45       1.217                 0.57
03/10/2020   07:30       1.217                 0.57
03/10/2020   07:15       1.216                 0.56
03/10/2020   07:00       1.217                 0.57
03/10/2020   06:45       1.216                 0.56
03/10/2020   06:30       1.216                 0.56
03/10/2020   06:15       1.216                 0.56
03/10/2020   06:00       1.216                 0.56
03/10/2020   05:45       1.216                 0.56
03/10/2020   05:30       1.216                 0.56
03/10/2020   05:15       1.216                 0.56
03/10/2020   05:00       1.216                 0.56
03/10/2020   04:45       1.216                 0.56
03/10/2020   04:30       1.216                 0.56
03/10/2020   04:15       1.216                 0.56
03/10/2020   04:00       1.216                 0.56
03/10/2020   03:45       1.216                 0.56
03/10/2020   03:30       1.216                 0.56
03/10/2020   03:15       1.216                 0.56
03/10/2020   03:00       1.216                 0.56
03/10/2020   02:45       1.216                 0.56
03/10/2020   02:30       1.216                 0.56
03/10/2020   02:15       1.216                 0.56
03/10/2020   02:00       1.216                 0.56
03/10/2020   01:45       1.216                 0.56
03/10/2020   01:30       1.216                 0.56
03/10/2020   01:15       1.216                 0.56
03/10/2020   01:00       1.216                 0.56
03/10/2020   00:45       1.216                 0.56
03/10/2020   00:30       1.216                 0.56
03/10/2020   00:15       1.216                 0.56
03/10/2020   00:00       1.216                 0.56
03/09/2020   23:45       1.216                 0.56
03/09/2020   23:30       1.216                 0.56
03/09/2020   23:15       1.216                 0.56
03/09/2020   23:00       1.216                 0.56
03/09/2020   22:45       1.216                 0.56
03/09/2020   22:30       1.216                 0.56
03/09/2020   22:15       1.216                 0.56
03/09/2020   22:00       1.216                 0.56
03/09/2020   21:45       1.216                 0.56
03/09/2020   21:30       1.216                 0.56
03/09/2020   21:15       1.216                 0.56
03/09/2020   21:00       1.217                 0.57
03/09/2020   20:45       1.217                 0.57
03/09/2020   20:30       1.217                 0.57
03/09/2020   20:15       1.218                 0.58
03/09/2020   20:00       1.217                 0.57
03/09/2020   19:45       1.218                 0.58
03/09/2020   19:30       1.219                 0.59
03/09/2020   19:15       1.219                 0.59
03/09/2020   19:00       1.219                 0.59
03/09/2020   18:45       1.220                 0.61
03/09/2020   18:30       1.220                 0.61
03/09/2020   18:15       1.219                 0.59
03/09/2020   18:00       1.219                 0.59
03/09/2020   17:45       1.218                 0.58
03/09/2020   17:30       1.218                 0.58
03/09/2020   17:15       1.218                 0.58
03/09/2020   17:00       1.217                 0.57
03/09/2020   16:45       1.216                 0.56
03/09/2020   16:30       1.217                 0.57
03/09/2020   16:15       1.217                 0.57
03/09/2020   16:00       1.217                 0.57
03/09/2020   15:45       1.217                 0.57
03/09/2020   15:30       1.218                 0.58
03/09/2020   15:15       1.218                 0.58
03/09/2020   15:00       1.218                 0.58
03/09/2020   14:45       1.219                 0.59
03/09/2020   14:30       1.220                 0.61
03/09/2020   14:15       1.221                 0.62
03/09/2020   14:00       1.222                 0.63
03/09/2020   13:45       1.223                 0.64
03/09/2020   13:30       1.224                 0.65
03/09/2020   13:15       1.226                 0.68
03/09/2020   13:00       1.227                 0.69
03/09/2020   12:45       1.229                 0.71
03/09/2020   12:30       1.231                 0.74
03/09/2020   12:15       1.232                 0.75
03/09/2020   12:00       1.234                 0.78
03/09/2020   11:45       1.235                 0.80
03/09/2020   11:30       1.235                 0.80
03/09/2020   11:15       1.235                 0.80
03/09/2020   11:00       1.235                 0.80
03/09/2020   10:45       1.234                 0.78
03/09/2020   10:30       1.234                 0.78
03/09/2020   10:15       1.234                 0.78
03/09/2020   10:00       1.234                 0.78
03/09/2020   09:45       1.235                 0.80
03/09/2020   09:30       1.235                 0.80
03/09/2020   09:15       1.235                 0.80
03/09/2020   09:00       1.235                 0.80
03/09/2020   08:45       1.233                 0.77
03/09/2020   08:30       1.232                 0.75
03/09/2020   08:15       1.230                 0.73
03/09/2020   08:00       1.227                 0.69
03/09/2020   07:45       1.226                 0.68
03/09/2020   07:30       1.226                 0.68
03/09/2020   07:15       1.226                 0.68
03/09/2020   07:00       1.226                 0.68
03/09/2020   06:45       1.226                 0.68
03/09/2020   06:30       1.227                 0.69
03/09/2020   06:15       1.227                 0.69
03/09/2020   06:00       1.227                 0.69
03/09/2020   05:45       1.228                 0.70
03/09/2020   05:30       1.229                 0.71
03/09/2020   05:15       1.229                 0.71
03/09/2020   05:00       1.229                 0.71
03/09/2020   04:45       1.229                 0.71
03/09/2020   04:30       1.229                 0.71
03/09/2020   04:15       1.229                 0.71
03/09/2020   04:00       1.229                 0.71
03/09/2020   03:45       1.229                 0.71
03/09/2020   03:30       1.229                 0.71
03/09/2020   03:15       1.230                 0.73
03/09/2020   03:00       1.230                 0.73
03/09/2020   02:45       1.230                 0.73
03/09/2020   02:30       1.231                 0.74
03/09/2020   02:15       1.232                 0.75
03/09/2020   02:00       1.234                 0.78
03/09/2020   01:45       1.234                 0.78
03/09/2020   01:30       1.234                 0.78
03/09/2020   01:15       1.234                 0.78
03/09/2020   01:00       1.235                 0.80
03/09/2020   00:45       1.234                 0.78
03/09/2020   00:30       1.234                 0.78
03/09/2020   00:15       1.235                 0.80
03/09/2020   00:00       1.235                 0.80
03/08/2020   23:45       1.236                 0.81
03/08/2020   23:30       1.236                 0.81
03/08/2020   23:15       1.236                 0.81
03/08/2020   23:00       1.237                 0.82
03/08/2020   22:45       1.237                 0.82
03/08/2020   22:30       1.238                 0.84
03/08/2020   22:15       1.237                 0.82
03/08/2020   22:00       1.238                 0.84
03/08/2020   21:45       1.238                 0.84
03/08/2020   21:30       1.238                 0.84
03/08/2020   21:15       1.239                 0.85
03/08/2020   21:00       1.240                 0.87
03/08/2020   20:45       1.239                 0.85
03/08/2020   20:30       1.239                 0.85
03/08/2020   20:15       1.239                 0.85
03/08/2020   20:00       1.239                 0.85
03/08/2020   19:45       1.240                 0.87
03/08/2020   19:30       1.240                 0.87
03/08/2020   19:15       1.241                 0.88
03/08/2020   19:00       1.241                 0.88
03/08/2020   18:45       1.241                 0.88
03/08/2020   18:30       1.241                 0.88
03/08/2020   18:15       1.242                 0.89
03/08/2020   18:00       1.242                 0.89
03/08/2020   17:45       1.242                 0.89
03/08/2020   17:30       1.243                 0.90
03/08/2020   17:15       1.244                 0.91
03/08/2020   17:00       1.243                 0.90
03/08/2020   16:45       1.244                 0.91
03/08/2020   16:30       1.245                 0.92
03/08/2020   16:15       1.246                 0.93
03/08/2020   16:00       1.246                 0.93
03/08/2020   15:45       1.246                 0.93
03/08/2020   15:30       1.248                 0.96
03/08/2020   15:15       1.248                 0.96
03/08/2020   15:00       1.249                 0.97
03/08/2020   14:45       1.249                 0.97
03/08/2020   14:30       1.249                 0.97
03/08/2020   14:15       1.248                 0.96
03/08/2020   14:00       1.250                 0.98
03/08/2020   13:45       1.250                 0.98
03/08/2020   13:30       1.250                 0.98
03/08/2020   13:15       1.249                 0.97
03/08/2020   13:00       1.251                 0.99
03/08/2020   12:45       1.255                 1.04
03/08/2020   12:30       1.254                 1.03
03/08/2020   12:15       1.254                 1.03
03/08/2020   12:00       1.255                 1.04
03/08/2020   11:45       1.255                 1.04
03/08/2020   11:30       1.255                 1.04
03/08/2020   11:15       1.256                 1.05
03/08/2020   11:00       1.257                 1.06
03/08/2020   10:45       1.257                 1.06
03/08/2020   10:30       1.258                 1.07
03/08/2020   10:15       1.259                 1.09
03/08/2020   10:00       1.260                 1.10
03/08/2020   09:45       1.259                 1.09
03/08/2020   09:30       1.260                 1.10
03/08/2020   09:15       1.261                 1.11
03/08/2020   09:00       1.261                 1.11
03/08/2020   08:45       1.261                 1.11
03/08/2020   08:30       1.262                 1.12
03/08/2020   08:15       1.262                 1.12
03/08/2020   08:00       1.262                 1.12
03/08/2020   07:45       1.263                 1.14
03/08/2020   07:30       1.263                 1.14
03/08/2020   07:15       1.263                 1.14
03/08/2020   07:00       1.264                 1.15
03/08/2020   06:45       1.264                 1.15
03/08/2020   06:30       1.265                 1.16
03/08/2020   06:15       1.266                 1.18
03/08/2020   06:00       1.266                 1.18
03/08/2020   05:45       1.266                 1.18
03/08/2020   05:30       1.267                 1.19
03/08/2020   05:15       1.268                 1.20
03/08/2020   05:00       1.268                 1.20
03/08/2020   04:45       1.269                 1.22
03/08/2020   04:30       1.270                 1.23
03/08/2020   04:15       1.271                 1.24
03/08/2020   04:00       1.272                 1.26
03/08/2020   03:45       1.273                 1.27
03/08/2020   03:30       1.274                 1.28
03/08/2020   03:15       1.275                 1.29
03/08/2020   03:00       1.276                 1.31
03/08/2020   02:45       1.277                 1.32
03/08/2020   02:30       1.278                 1.33
03/08/2020   02:15       1.278                 1.33
03/08/2020   02:00       1.280                 1.36
03/08/2020   01:45       1.281                 1.37
03/08/2020   01:30       1.282                 1.39
03/08/2020   01:15       1.283                 1.40
03/08/2020   01:00       1.283                 1.40
03/08/2020   00:45       1.285                 1.42
03/08/2020   00:30       1.286                 1.44
03/08/2020   00:15       1.286                 1.44
03/08/2020   00:00       1.288                 1.46
03/07/2020   23:45       1.288                 1.46
03/07/2020   23:30       1.289                 1.48
03/07/2020   23:15       1.290                 1.49
