ALL DATA ARE PROVISIONAL AND SUBJECT TO REVISION
08373000 Rio Conchos Near Ojinaga, Chih.
    Date     Time
             CST       Stage (m)          Discharge (cms)        
03/07/2020   23:00       1.291                 1.50
03/07/2020   22:45       1.293                 1.53
03/07/2020   22:30       1.294                 1.55
03/07/2020   22:15       1.295                 1.56
03/07/2020   22:00       1.297                 1.59
03/07/2020   21:45       1.298                 1.61
03/07/2020   21:30       1.299                 1.62
03/07/2020   21:15       1.301                 1.65
03/07/2020   21:00       1.302                 1.67
03/07/2020   20:45       1.304                 1.70
03/07/2020   20:30       1.304                 1.70
03/07/2020   20:15       1.305                 1.71
03/07/2020   20:00       1.306                 1.73
03/07/2020   19:45       1.307                 1.74
03/07/2020   19:30       1.307                 1.74
03/07/2020   19:15       1.307                 1.74
03/07/2020   19:00       1.307                 1.74
03/07/2020   18:45       1.308                 1.76
03/07/2020   18:30       1.309                 1.77
03/07/2020   18:15       1.308                 1.76
03/07/2020   18:00       1.308                 1.76
03/07/2020   17:45       1.309                 1.77
03/07/2020   17:30       1.308                 1.76
03/07/2020   17:15       1.308                 1.76
03/07/2020   17:00       1.308                 1.76
03/07/2020   16:45       1.308                 1.76
03/07/2020   16:30       1.308                 1.76
03/07/2020   16:15       1.308                 1.76
03/07/2020   16:00       1.307                 1.74
03/07/2020   15:45       1.309                 1.77
03/07/2020   15:30       1.308                 1.76
03/07/2020   15:15       1.307                 1.74
03/07/2020   15:00       1.307                 1.74
03/07/2020   14:45       1.305                 1.71
03/07/2020   14:30       1.306                 1.73
03/07/2020   14:15       1.305                 1.71
03/07/2020   14:00       1.304                 1.70
03/07/2020   13:45       1.304                 1.70
03/07/2020   13:30       1.303                 1.68
03/07/2020   13:15       1.303                 1.68
03/07/2020   13:00       1.302                 1.67
03/07/2020   12:45       1.302                 1.67
03/07/2020   12:30       1.300                 1.64
03/07/2020   12:15       1.301                 1.65
03/07/2020   12:00       1.300                 1.64
03/07/2020   11:45       1.299                 1.62
03/07/2020   11:30       1.298                 1.61
03/07/2020   11:15       1.297                 1.59
03/07/2020   11:00       1.296                 1.58
03/07/2020   10:45       1.295                 1.56
03/07/2020   10:30       1.294                 1.55
03/07/2020   10:15       1.294                 1.55
03/07/2020   10:00       1.293                 1.53
03/07/2020   09:45       1.292                 1.52
03/07/2020   09:30       1.291                 1.50
03/07/2020   09:15       1.290                 1.49
03/07/2020   09:00       1.289                 1.48
03/07/2020   08:45       1.289                 1.48
03/07/2020   08:30       1.288                 1.46
03/07/2020   08:15       1.287                 1.45
03/07/2020   08:00       1.286                 1.44
03/07/2020   07:45       1.285                 1.42
03/07/2020   07:30       1.285                 1.42
03/07/2020   07:15       1.285                 1.42
03/07/2020   07:00       1.284                 1.41
03/07/2020   06:45       1.283                 1.40
03/07/2020   06:30       1.282                 1.39
03/07/2020   06:15       1.282                 1.39
03/07/2020   06:00       1.281                 1.37
03/07/2020   05:45       1.281                 1.37
03/07/2020   05:30       1.280                 1.36
03/07/2020   05:15       1.279                 1.35
03/07/2020   05:00       1.279                 1.35
03/07/2020   04:45       1.278                 1.33
03/07/2020   04:30       1.278                 1.33
03/07/2020   04:15       1.277                 1.32
03/07/2020   04:00       1.276                 1.31
03/07/2020   03:45       1.276                 1.31
03/07/2020   03:30       1.276                 1.31
03/07/2020   03:15       1.275                 1.29
03/07/2020   03:00       1.275                 1.29
03/07/2020   02:45       1.274                 1.28
03/07/2020   02:30       1.274                 1.28
03/07/2020   02:15       1.273                 1.27
03/07/2020   02:00       1.272                 1.26
03/07/2020   01:45       1.272                 1.26
03/07/2020   01:30       1.272                 1.26
03/07/2020   01:15       1.271                 1.24
03/07/2020   01:00       1.271                 1.24
03/07/2020   00:45       1.270                 1.23
03/07/2020   00:30       1.270                 1.23
03/07/2020   00:15       1.270                 1.23
03/07/2020   00:00       1.270                 1.23
03/06/2020   23:45       1.269                 1.22
03/06/2020   23:30       1.269                 1.22
03/06/2020   23:15       1.269                 1.22
03/06/2020   23:00       1.269                 1.22
03/06/2020   22:45       1.269                 1.22
03/06/2020   22:30       1.269                 1.22
03/06/2020   22:15       1.268                 1.20
03/06/2020   22:00       1.268                 1.20
03/06/2020   21:45       1.267                 1.19
03/06/2020   21:30       1.267                 1.19
03/06/2020   21:15       1.267                 1.19
03/06/2020   21:00       1.267                 1.19
03/06/2020   20:45       1.267                 1.19
03/06/2020   20:30       1.267                 1.19
03/06/2020   20:15       1.266                 1.18
03/06/2020   20:00       1.267                 1.19
03/06/2020   19:45       1.266                 1.18
03/06/2020   19:30       1.266                 1.18
03/06/2020   19:15       1.266                 1.18
03/06/2020   19:00       1.265                 1.16
03/06/2020   18:45       1.264                 1.15
03/06/2020   18:30       1.266                 1.18
03/06/2020   18:15       1.264                 1.15
03/06/2020   18:00       1.264                 1.15
03/06/2020   17:45       1.263                 1.14
03/06/2020   17:30       1.263                 1.14
03/06/2020   17:15       1.262                 1.12
03/06/2020   17:00       1.262                 1.12
03/06/2020   16:45       1.262                 1.12
03/06/2020   16:30       1.261                 1.11
03/06/2020   16:15       1.261                 1.11
03/06/2020   16:00       1.263                 1.14
03/06/2020   15:45       1.262                 1.12
03/06/2020   15:30       1.262                 1.12
03/06/2020   15:15       1.264                 1.15
03/06/2020   15:00       1.264                 1.15
03/06/2020   14:45       1.263                 1.14
03/06/2020   14:30       1.264                 1.15
03/06/2020   14:15       1.264                 1.15
03/06/2020   14:00       1.263                 1.14
03/06/2020   13:45       1.264                 1.15
03/06/2020   13:30       1.263                 1.14
03/06/2020   13:15       1.263                 1.14
03/06/2020   13:00       1.263                 1.14
03/06/2020   12:45       1.262                 1.12
03/06/2020   12:30       1.262                 1.12
03/06/2020   12:15       1.263                 1.14
03/06/2020   12:00       1.264                 1.15
03/06/2020   11:45       1.263                 1.14
03/06/2020   11:30       1.264                 1.15
03/06/2020   11:15       1.265                 1.16
03/06/2020   11:00       1.262                 1.12
03/06/2020   10:45       1.264                 1.15
03/06/2020   10:30       1.265                 1.16
03/06/2020   10:15       1.265                 1.16
03/06/2020   10:00       1.265                 1.16
03/06/2020   09:45       1.264                 1.15
03/06/2020   09:30       1.262                 1.12
03/06/2020   09:15       1.259                 1.09
03/06/2020   09:00       1.258                 1.07
03/06/2020   08:45       1.257                 1.06
03/06/2020   08:30       1.257                 1.06
03/06/2020   08:15       1.258                 1.07
03/06/2020   08:00       1.257                 1.06
03/06/2020   07:45       1.256                 1.05
03/06/2020   07:30       1.255                 1.04
03/06/2020   07:15       1.254                 1.03
03/06/2020   07:00       1.255                 1.04
03/06/2020   06:45       1.254                 1.03
03/06/2020   06:30       1.254                 1.03
03/06/2020   06:15       1.254                 1.03
03/06/2020   06:00       1.254                 1.03
03/06/2020   05:45       1.254                 1.03
03/06/2020   05:30       1.253                 1.01
03/06/2020   05:15       1.254                 1.03
03/06/2020   05:00       1.253                 1.01
03/06/2020   04:45       1.253                 1.01
03/06/2020   04:30       1.252                 1.00
03/06/2020   04:15       1.252                 1.00
03/06/2020   04:00       1.251                 0.99
03/06/2020   03:45       1.251                 0.99
03/06/2020   03:30       1.250                 0.98
03/06/2020   03:15       1.249                 0.97
03/06/2020   03:00       1.247                 0.95
03/06/2020   02:45       1.247                 0.95
03/06/2020   02:30       1.245                 0.92
03/06/2020   02:15       1.242                 0.89
03/06/2020   02:00       1.239                 0.85
03/06/2020   01:45       1.234                 0.78
03/06/2020   01:30       1.230                 0.73
03/06/2020   01:15       1.225                 0.66
03/06/2020   01:00       1.217                 0.57
03/06/2020   00:45       1.209                 0.49
03/06/2020   00:30       1.202                 0.43
03/06/2020   00:15       1.199                 0.41
03/06/2020   00:00       1.198                 0.40
03/05/2020   23:45       1.198                 0.40
03/05/2020   23:30       1.198                 0.40
03/05/2020   23:15       1.198                 0.40
03/05/2020   23:00       1.198                 0.40
03/05/2020   22:45       1.198                 0.40
03/05/2020   22:30       1.198                 0.40
03/05/2020   22:15       1.198                 0.40
03/05/2020   22:00       1.197                 0.40
03/05/2020   21:45       1.198                 0.40
03/05/2020   21:30       1.197                 0.40
03/05/2020   21:15       1.198                 0.40
03/05/2020   21:00       1.198                 0.40
03/05/2020   20:45       1.197                 0.40
03/05/2020   20:30       1.198                 0.40
03/05/2020   20:15       1.198                 0.40
03/05/2020   20:00       1.198                 0.40
03/05/2020   19:45       1.198                 0.40
03/05/2020   19:30       1.198                 0.40
03/05/2020   19:15       1.197                 0.40
03/05/2020   19:00       1.198                 0.40
03/05/2020   18:45       1.198                 0.40
03/05/2020   18:30       1.200                 0.42
03/05/2020   18:15       1.198                 0.40
03/05/2020   18:00       1.197                 0.40
03/05/2020   17:45       1.197                 0.40
03/05/2020   17:30       1.196                 0.39
03/05/2020   17:15       1.195                 0.38
03/05/2020   17:00       1.195                 0.38
03/05/2020   16:45       1.195                 0.38
03/05/2020   16:30       1.195                 0.38
03/05/2020   16:15       1.195                 0.38
03/05/2020   16:00       1.195                 0.38
03/05/2020   15:45       1.196                 0.39
03/05/2020   15:30       1.196                 0.39
03/05/2020   15:15       1.197                 0.40
03/05/2020   15:00       1.195                 0.38
03/05/2020   14:45       1.196                 0.39
03/05/2020   14:30       1.195                 0.38
03/05/2020   14:15       1.195                 0.38
03/05/2020   14:00       1.196                 0.39
03/05/2020   13:45       1.196                 0.39
03/05/2020   13:30       1.196                 0.39
03/05/2020   13:15       1.197                 0.40
03/05/2020   13:00       1.195                 0.38
03/05/2020   12:45       1.196                 0.39
03/05/2020   12:30       1.196                 0.39
03/05/2020   12:15       1.196                 0.39
03/05/2020   12:00       1.195                 0.38
03/05/2020   11:45       1.195                 0.38
03/05/2020   11:30       1.196                 0.39
03/05/2020   11:15       1.196                 0.39
03/05/2020   11:00       1.197                 0.40
03/05/2020   10:45       1.196                 0.39
03/05/2020   10:30       1.196                 0.39
03/05/2020   10:15       1.196                 0.39
03/05/2020   10:00       1.196                 0.39
03/05/2020   09:45       1.196                 0.39
03/05/2020   09:30       1.196                 0.39
03/05/2020   09:15       1.197                 0.40
03/05/2020   09:00       1.196                 0.39
03/05/2020   08:45       1.197                 0.40
03/05/2020   08:30       1.197                 0.40
03/05/2020   08:15       1.197                 0.40
03/05/2020   08:00       1.196                 0.39
03/05/2020   07:45       1.197                 0.40
03/05/2020   07:30       1.197                 0.40
03/05/2020   07:15       1.197                 0.40
03/05/2020   07:00       1.198                 0.40
03/05/2020   06:45       1.197                 0.40
03/05/2020   06:30       1.197                 0.40
03/05/2020   06:15       1.197                 0.40
03/05/2020   06:00       1.197                 0.40
03/05/2020   05:45       1.197                 0.40
03/05/2020   05:30       1.198                 0.40
03/05/2020   05:15       1.197                 0.40
03/05/2020   05:00       1.197                 0.40
03/05/2020   04:45       1.197                 0.40
03/05/2020   04:30       1.197                 0.40
03/05/2020   04:15       1.197                 0.40
03/05/2020   04:00       1.197                 0.40
03/05/2020   03:45       1.197                 0.40
03/05/2020   03:30       1.197                 0.40
03/05/2020   03:15       1.197                 0.40
03/05/2020   03:00       1.198                 0.40
03/05/2020   02:45       1.197                 0.40
03/05/2020   02:30       1.197                 0.40
03/05/2020   02:15       1.197                 0.40
03/05/2020   02:00       1.197                 0.40
03/05/2020   01:45       1.197                 0.40
03/05/2020   01:30       1.198                 0.40
03/05/2020   01:15       1.198                 0.40
03/05/2020   01:00       1.198                 0.40
03/05/2020   00:45       1.198                 0.40
03/05/2020   00:30       1.198                 0.40
03/05/2020   00:15       1.197                 0.40
03/05/2020   00:00       1.197                 0.40
03/04/2020   23:45       1.198                 0.40
03/04/2020   23:30       1.198                 0.40
03/04/2020   23:15       1.197                 0.40
03/04/2020   23:00       1.197                 0.40
03/04/2020   22:45       1.197                 0.40
03/04/2020   22:30       1.197                 0.40
03/04/2020   22:15       1.198                 0.40
03/04/2020   22:00       1.198                 0.40
03/04/2020   21:45       1.199                 0.41
03/04/2020   21:30       1.198                 0.40
03/04/2020   21:15       1.197                 0.40
03/04/2020   21:00       1.197                 0.40
03/04/2020   20:45       1.197                 0.40
03/04/2020   20:30       1.197                 0.40
03/04/2020   20:15       1.197                 0.40
03/04/2020   20:00       1.198                 0.40
03/04/2020   19:45       1.198                 0.40
03/04/2020   19:30       1.199                 0.41
03/04/2020   19:15       1.198                 0.40
03/04/2020   19:00       1.198                 0.40
03/04/2020   18:45       1.198                 0.40
03/04/2020   18:30       1.201                 0.43
03/04/2020   18:15       1.200                 0.42
03/04/2020   18:00       1.198                 0.40
03/04/2020   17:45       1.199                 0.41
03/04/2020   17:30       1.199                 0.41
03/04/2020   17:15       1.200                 0.42
03/04/2020   17:00       1.200                 0.42
03/04/2020   16:45       1.200                 0.42
03/04/2020   16:30       1.200                 0.42
03/04/2020   16:15       1.201                 0.43
03/04/2020   16:00       1.200                 0.42
03/04/2020   15:45       1.200                 0.42
03/04/2020   15:30       1.202                 0.43
03/04/2020   15:15       1.199                 0.41
03/04/2020   15:00       1.199                 0.41
03/04/2020   14:45       1.198                 0.40
03/04/2020   14:30       1.200                 0.42
03/04/2020   14:15       1.201                 0.43
03/04/2020   14:00       1.201                 0.43
03/04/2020   13:45       1.202                 0.43
03/04/2020   13:30       1.203                 0.44
03/04/2020   13:15       1.201                 0.43
03/04/2020   13:00       1.202                 0.43
03/04/2020   12:45       1.201                 0.43
03/04/2020   12:30       1.205                 0.46
03/04/2020   12:15       1.202                 0.43
03/04/2020   12:00       1.201                 0.43
03/04/2020   11:45       1.201                 0.43
03/04/2020   11:30       1.202                 0.43
03/04/2020   11:15       1.202                 0.43
03/04/2020   11:00       1.203                 0.44
03/04/2020   10:45       1.202                 0.43
03/04/2020   10:30       1.201                 0.43
03/04/2020   10:15       1.201                 0.43
03/04/2020   10:00       1.201                 0.43
03/04/2020   09:45       1.202                 0.43
03/04/2020   09:30       1.201                 0.43
03/04/2020   09:15       1.202                 0.43
03/04/2020   09:00       1.202                 0.43
03/04/2020   08:45       1.202                 0.43
03/04/2020   08:30       1.203                 0.44
03/04/2020   08:15       1.203                 0.44
03/04/2020   08:00       1.203                 0.44
03/04/2020   07:45       1.203                 0.44
03/04/2020   07:30       1.204                 0.45
03/04/2020   07:15       1.205                 0.46
03/04/2020   07:00       1.204                 0.45
03/04/2020   06:45       1.205                 0.46
03/04/2020   06:30       1.205                 0.46
03/04/2020   06:15       1.204                 0.45
03/04/2020   06:00       1.206                 0.47
03/04/2020   05:45       1.205                 0.46
03/04/2020   05:30       1.206                 0.47
03/04/2020   05:15       1.206                 0.47
03/04/2020   05:00       1.207                 0.48
03/04/2020   04:45       1.207                 0.48
03/04/2020   04:30       1.208                 0.49
03/04/2020   04:15       1.207                 0.48
03/04/2020   04:00       1.207                 0.48
03/04/2020   03:45       1.208                 0.49
03/04/2020   03:30       1.208                 0.49
03/04/2020   03:15       1.208                 0.49
03/04/2020   03:00       1.208                 0.49
03/04/2020   02:45       1.209                 0.49
03/04/2020   02:30       1.209                 0.49
03/04/2020   02:15       1.212                 0.52
03/04/2020   02:00       1.212                 0.52
03/04/2020   01:45       1.211                 0.51
03/04/2020   01:30       1.211                 0.51
03/04/2020   01:15       1.211                 0.51
03/04/2020   01:00       1.212                 0.52
03/04/2020   00:45       1.213                 0.53
03/04/2020   00:30       1.213                 0.53
03/04/2020   00:15       1.215                 0.55
03/04/2020   00:00       1.214                 0.54
03/03/2020   23:45       1.216                 0.56
03/03/2020   23:30       1.216                 0.56
03/03/2020   23:15       1.217                 0.57
03/03/2020   23:00       1.216                 0.56
03/03/2020   22:45       1.216                 0.56
03/03/2020   22:30       1.218                 0.58
03/03/2020   22:15       1.219                 0.59
03/03/2020   22:00       1.220                 0.61
03/03/2020   21:45       1.220                 0.61
03/03/2020   21:30       1.221                 0.62
03/03/2020   21:15       1.223                 0.64
03/03/2020   21:00       1.224                 0.65
03/03/2020   20:45       1.225                 0.66
03/03/2020   20:30       1.228                 0.70
03/03/2020   20:15       1.229                 0.71
03/03/2020   20:00       1.232                 0.75
03/03/2020   19:45       1.233                 0.77
03/03/2020   19:30       1.236                 0.81
03/03/2020   19:15       1.236                 0.81
03/03/2020   19:00       1.236                 0.81
03/03/2020   18:45       1.240                 0.87
03/03/2020   18:30       1.241                 0.88
03/03/2020   18:15       1.239                 0.85
03/03/2020   18:00       1.240                 0.87
03/03/2020   17:45       1.242                 0.89
03/03/2020   17:30       1.244                 0.91
03/03/2020   17:15       1.246                 0.93
03/03/2020   17:00       1.248                 0.96
03/03/2020   16:45       1.251                 0.99
03/03/2020   16:30       1.254                 1.03
03/03/2020   16:15       1.256                 1.05
03/03/2020   16:00       1.259                 1.09
03/03/2020   15:45       1.262                 1.12
03/03/2020   15:30       1.263                 1.14
03/03/2020   15:15       1.263                 1.14
03/03/2020   15:00       1.264                 1.15
03/03/2020   14:45       1.264                 1.15
03/03/2020   14:30       1.263                 1.14
03/03/2020   14:15       1.263                 1.14
03/03/2020   14:00       1.264                 1.15
03/03/2020   13:45       1.263                 1.14
03/03/2020   13:30       1.262                 1.12
03/03/2020   13:15       1.262                 1.12
03/03/2020   13:00       1.260                 1.10
03/03/2020   12:45       1.261                 1.11
03/03/2020   12:30       1.260                 1.10
03/03/2020   12:15       1.262                 1.12
03/03/2020   12:00       1.261                 1.11
03/03/2020   11:45       1.260                 1.10
03/03/2020   11:30       1.258                 1.07
03/03/2020   11:15       1.257                 1.06
03/03/2020   11:00       1.256                 1.05
03/03/2020   10:45       1.255                 1.04
03/03/2020   10:30       1.255                 1.04
03/03/2020   10:15       1.255                 1.04
03/03/2020   10:00       1.255                 1.04
03/03/2020   09:45       1.254                 1.03
03/03/2020   09:30       1.253                 1.01
03/03/2020   09:15       1.254                 1.03
03/03/2020   09:00       1.253                 1.01
03/03/2020   08:45       1.252                 1.00
03/03/2020   08:30       1.253                 1.01
03/03/2020   08:15       1.253                 1.01
03/03/2020   08:00       1.253                 1.01
03/03/2020   07:45       1.253                 1.01
03/03/2020   07:30       1.252                 1.00
03/03/2020   07:15       1.251                 0.99
03/03/2020   07:00       1.251                 0.99
03/03/2020   06:45       1.249                 0.97
03/03/2020   06:30       1.247                 0.95
03/03/2020   06:15       1.245                 0.92
03/03/2020   06:00       1.242                 0.89
03/03/2020   05:45       1.238                 0.84
03/03/2020   05:30       1.234                 0.78
03/03/2020   05:15       1.228                 0.70
03/03/2020   05:00       1.222                 0.63
03/03/2020   04:45       1.216                 0.56
03/03/2020   04:30       1.210                 0.50
03/03/2020   04:15       1.205                 0.46
03/03/2020   04:00       1.203                 0.44
03/03/2020   03:45       1.200                 0.42
03/03/2020   03:30       1.199                 0.41
03/03/2020   03:15       1.199                 0.41
03/03/2020   03:00       1.199                 0.41
03/03/2020   02:45       1.199                 0.41
03/03/2020   02:30       1.198                 0.40
03/03/2020   02:15       1.198                 0.40
03/03/2020   02:00       1.199                 0.41
03/03/2020   01:45       1.199                 0.41
03/03/2020   01:30       1.199                 0.41
03/03/2020   01:15       1.199                 0.41
03/03/2020   01:00       1.199                 0.41
03/03/2020   00:45       1.198                 0.40
03/03/2020   00:30       1.199                 0.41
03/03/2020   00:15       1.200                 0.42
03/03/2020   00:00       1.198                 0.40
03/02/2020   23:45       1.198                 0.40
03/02/2020   23:30       1.199                 0.41
03/02/2020   23:15       1.199                 0.41
03/02/2020   23:00       1.199                 0.41
03/02/2020   22:45       1.199                 0.41
03/02/2020   22:30       1.199                 0.41
03/02/2020   22:15       1.199                 0.41
03/02/2020   22:00       1.199                 0.41
03/02/2020   21:45       1.199                 0.41
03/02/2020   21:30       1.199                 0.41
03/02/2020   21:15       1.199                 0.41
03/02/2020   21:00       1.199                 0.41
03/02/2020   20:45       1.200                 0.42
03/02/2020   20:30       1.199                 0.41
03/02/2020   20:15       1.199                 0.41
03/02/2020   20:00       1.199                 0.41
03/02/2020   19:45       1.199                 0.41
03/02/2020   19:30       1.199                 0.41
03/02/2020   19:15       1.200                 0.42
03/02/2020   19:00       1.199                 0.41
03/02/2020   18:45       1.199                 0.41
03/02/2020   18:30       1.200                 0.42
03/02/2020   18:15       1.200                 0.42
03/02/2020   18:00       1.200                 0.42
03/02/2020   17:45       1.200                 0.42
03/02/2020   17:30       1.200                 0.42
