ALL DATA ARE PROVISIONAL AND SUBJECT TO REVISION
08373000 Rio Conchos Near Ojinaga, Chih.
    Date     Time
             CST       Stage (m)          Discharge (cms)
01/29/2020   08:15       1.261                 1.11
01/29/2020   08:00       1.261                 1.11
01/29/2020   07:45       1.260                 1.10
01/29/2020   07:30       1.259                 1.09
01/29/2020   07:15       1.258                 1.07
01/29/2020   07:00       1.257                 1.06
01/29/2020   06:45       1.256                 1.05
01/29/2020   06:30       1.255                 1.04
01/29/2020   06:15       1.255                 1.04
01/29/2020   06:00       1.255                 1.04
01/29/2020   05:45       1.256                 1.05
01/29/2020   05:30       1.256                 1.05
01/29/2020   05:15       1.255                 1.04
01/29/2020   05:00       1.255                 1.04
01/29/2020   04:45       1.256                 1.05
01/29/2020   04:30       1.256                 1.05
01/29/2020   04:15       1.256                 1.05
01/29/2020   04:00       1.257                 1.06
01/29/2020   03:45       1.257                 1.06
01/29/2020   03:30       1.257                 1.06
01/29/2020   03:15       1.257                 1.06
01/29/2020   03:00       1.259                 1.09
01/29/2020   02:45       1.259                 1.09
01/29/2020   02:30       1.259                 1.09
01/29/2020   02:15       1.260                 1.10
01/29/2020   02:00       1.260                 1.10
01/29/2020   01:45       1.260                 1.10
01/29/2020   01:30       1.261                 1.11
01/29/2020   01:15       1.260                 1.10
01/29/2020   01:00       1.260                 1.10
01/29/2020   00:45       1.261                 1.11
01/29/2020   00:30       1.261                 1.11
01/29/2020   00:15       1.261                 1.11
01/29/2020   00:00       1.261                 1.11
01/28/2020   23:45       1.261                 1.11
01/28/2020   23:30       1.261                 1.11
01/28/2020   23:15       1.261                 1.11
01/28/2020   23:00       1.261                 1.11
01/28/2020   22:45       1.261                 1.11
01/28/2020   22:30       1.260                 1.10
01/28/2020   22:15       1.260                 1.10
01/28/2020   22:00       1.260                 1.10
01/28/2020   21:45       1.260                 1.10
01/28/2020   21:30       1.258                 1.07
01/28/2020   21:15       1.257                 1.06
01/28/2020   21:00       1.256                 1.05
01/28/2020   20:45       1.253                 1.01
01/28/2020   20:30       1.252                 1.00
01/28/2020   20:15       1.250                 0.98
01/28/2020   20:00       1.248                 0.96
01/28/2020   19:45       1.246                 0.93
01/28/2020   19:30       1.245                 0.92
01/28/2020   19:15       1.246                 0.93
01/28/2020   19:00       1.245                 0.92
01/28/2020   18:45       1.245                 0.92
01/28/2020   18:30       1.245                 0.92
01/28/2020   18:15       1.244                 0.91
01/28/2020   18:00       1.244                 0.91
01/28/2020   17:45       1.244                 0.91
01/28/2020   17:30       1.245                 0.92
01/28/2020   17:15       1.245                 0.92
01/28/2020   17:00       1.245                 0.92
01/28/2020   16:45       1.246                 0.93
01/28/2020   16:30       1.246                 0.93
01/28/2020   16:15       1.247                 0.95
01/28/2020   16:00       1.247                 0.95
01/28/2020   15:45       1.250                 0.98
01/28/2020   15:30       1.251                 0.99
01/28/2020   15:15       1.252                 1.00
01/28/2020   15:00       1.253                 1.01
01/28/2020   14:45       1.256                 1.05
01/28/2020   14:30       1.256                 1.05
01/28/2020   14:15       1.259                 1.09
01/28/2020   14:00       1.259                 1.09
01/28/2020   13:45       1.260                 1.10
01/28/2020   13:30       1.260                 1.10
01/28/2020   13:15       1.260                 1.10
01/28/2020   13:00       1.257                 1.06
01/28/2020   12:45       1.255                 1.04
01/28/2020   12:30       1.251                 0.99
01/28/2020   12:15       1.248                 0.96
01/28/2020   12:00       1.243                 0.90
01/28/2020   11:45       1.243                 0.90
01/28/2020   11:30       1.244                 0.91
01/28/2020   11:15       1.244                 0.91
01/28/2020   11:00       1.243                 0.90
01/28/2020   10:45       1.244                 0.91
01/28/2020   10:30       1.244                 0.91
01/28/2020   10:15       1.244                 0.91
01/28/2020   10:00       1.245                 0.92
01/28/2020   09:45       1.246                 0.93
01/28/2020   09:30       1.245                 0.92
01/28/2020   09:15       1.245                 0.92
01/28/2020   09:00       1.245                 0.92
01/28/2020   08:45       1.245                 0.92
01/28/2020   08:30       1.245                 0.92
01/28/2020   08:15       1.245                 0.92
01/28/2020   08:00       1.245                 0.92
01/28/2020   07:45       1.245                 0.92
01/28/2020   07:30       1.246                 0.93
01/28/2020   07:15       1.245                 0.92
01/28/2020   07:00       1.246                 0.93
01/28/2020   06:45       1.246                 0.93
01/28/2020   06:30       1.247                 0.95
01/28/2020   06:15       1.246                 0.93
01/28/2020   06:00       1.247                 0.95
01/28/2020   05:45       1.248                 0.96
01/28/2020   05:30       1.248                 0.96
01/28/2020   05:15       1.249                 0.97
01/28/2020   05:00       1.249                 0.97
01/28/2020   04:45       1.250                 0.98
01/28/2020   04:30       1.251                 0.99
01/28/2020   04:15       1.251                 0.99
01/28/2020   04:00       1.252                 1.00
01/28/2020   03:45       1.253                 1.01
01/28/2020   03:30       1.254                 1.03
01/28/2020   03:15       1.255                 1.04
01/28/2020   03:00       1.255                 1.04
01/28/2020   02:45       1.255                 1.04
01/28/2020   02:30       1.255                 1.04
01/28/2020   02:15       1.255                 1.04
01/28/2020   02:00       1.254                 1.03
01/28/2020   01:45       1.253                 1.01
01/28/2020   01:30       1.252                 1.00
01/28/2020   01:15       1.249                 0.97
01/28/2020   01:00       1.248                 0.96
01/28/2020   00:45       1.247                 0.95
01/28/2020   00:30       1.247                 0.95
01/28/2020   00:15       1.245                 0.92
01/28/2020   00:00       1.245                 0.92
01/27/2020   23:45       1.246                 0.93
01/27/2020   23:30       1.245                 0.92
