ALL DATA ARE PROVISIONAL AND SUBJECT TO REVISION
08373000 Rio Conchos Near Ojinaga, Chih.
    Date     Time
             CST       Stage (m)          Discharge (cms)
02/05/2020   14:00       1.228                 0.70
02/05/2020   13:45       1.228                 0.70
02/05/2020   13:30       1.227                 0.69
02/05/2020   13:15       1.226                 0.68
02/05/2020   13:00       1.226                 0.68
02/05/2020   12:45       1.227                 0.69
02/05/2020   12:30       1.225                 0.66
02/05/2020   12:15       1.225                 0.66
02/05/2020   12:00       1.225                 0.66
02/05/2020   11:45       1.224                 0.65
02/05/2020   11:30       1.224                 0.65
02/05/2020   11:15       1.224                 0.65
02/05/2020   11:00       1.224                 0.65
02/05/2020   10:45       1.224                 0.65
02/05/2020   10:30       1.225                 0.66
02/05/2020   10:15       1.224                 0.65
02/05/2020   10:00       1.224                 0.65
02/05/2020   09:45       1.224                 0.65
02/05/2020   09:30       1.224                 0.65
02/05/2020   09:15       1.224                 0.65
02/05/2020   09:00       1.223                 0.64
02/05/2020   08:45       1.222                 0.63
02/05/2020   08:30       1.222                 0.63
02/05/2020   08:15       1.221                 0.62
02/05/2020   08:00       1.223                 0.64
02/05/2020   07:45       1.222                 0.63
02/05/2020   07:30       1.221                 0.62
02/05/2020   07:15       1.222                 0.63
02/05/2020   07:00       1.222                 0.63
02/05/2020   06:45       1.220                 0.61
02/05/2020   06:30       1.221                 0.62
02/05/2020   06:15       1.221                 0.62
02/05/2020   06:00       1.221                 0.62
02/05/2020   05:45       1.221                 0.62
02/05/2020   05:30       1.222                 0.63
02/05/2020   05:15       1.221                 0.62
02/05/2020   05:00       1.220                 0.61
02/05/2020   04:45       1.221                 0.62
02/05/2020   04:30       1.221                 0.62
02/05/2020   04:15       1.221                 0.62
02/05/2020   04:00       1.220                 0.61
02/05/2020   03:45       1.219                 0.59
02/05/2020   03:30       1.220                 0.61
02/05/2020   03:15       1.220                 0.61
02/05/2020   03:00       1.220                 0.61
02/05/2020   02:45       1.220                 0.61
02/05/2020   02:30       1.221                 0.62
02/05/2020   02:15       1.221                 0.62
02/05/2020   02:00       1.221                 0.62
02/05/2020   01:45       1.221                 0.62
02/05/2020   01:30       1.221                 0.62
02/05/2020   01:15       1.220                 0.61
02/05/2020   01:00       1.219                 0.59
02/05/2020   00:45       1.220                 0.61
02/05/2020   00:30       1.221                 0.62
02/05/2020   00:15       1.221                 0.62
02/05/2020   00:00       1.220                 0.61
02/04/2020   23:45       1.220                 0.61
02/04/2020   23:30       1.221                 0.62
02/04/2020   23:15       1.221                 0.62
02/04/2020   23:00       1.219                 0.59
02/04/2020   22:45       1.218                 0.58
02/04/2020   22:30       1.217                 0.57
02/04/2020   22:15       1.218                 0.58
02/04/2020   22:00       1.216                 0.56
02/04/2020   21:45       1.217                 0.57
02/04/2020   21:30       1.216                 0.56
02/04/2020   21:15       1.215                 0.55
02/04/2020   21:00       1.215                 0.55
02/04/2020   20:45       1.214                 0.54
02/04/2020   20:30       1.214                 0.54
02/04/2020   20:15       1.213                 0.53
02/04/2020   20:00       1.214                 0.54
02/04/2020   19:45       1.213                 0.53
02/04/2020   19:30       1.213                 0.53
02/04/2020   19:15       1.212                 0.52
02/04/2020   19:00       1.213                 0.53
02/04/2020   18:45       1.212                 0.52
02/04/2020   18:30       1.213                 0.53
02/04/2020   18:15       1.214                 0.54
02/04/2020   18:00       1.213                 0.53
02/04/2020   17:45       1.214                 0.54
02/04/2020   17:30       1.213                 0.53
02/04/2020   17:15       1.213                 0.53
02/04/2020   17:00       1.213                 0.53
02/04/2020   16:45       1.212                 0.52
02/04/2020   16:30       1.212                 0.52
02/04/2020   16:15       1.211                 0.51
02/04/2020   16:00       1.211                 0.51
02/04/2020   15:45       1.211                 0.51
02/04/2020   15:30       1.210                 0.50
02/04/2020   15:15       1.210                 0.50
02/04/2020   15:00       1.210                 0.50
02/04/2020   14:45       1.210                 0.50
02/04/2020   14:30       1.210                 0.50
02/04/2020   14:15       1.211                 0.51
02/04/2020   14:00       1.211                 0.51
02/04/2020   13:45       1.212                 0.52
02/04/2020   13:30       1.212                 0.52
02/04/2020   13:15       1.212                 0.52
02/04/2020   13:00       1.212                 0.52
02/04/2020   12:45       1.211                 0.51
02/04/2020   12:30       1.212                 0.52
02/04/2020   12:15       1.212                 0.52
02/04/2020   12:00       1.212                 0.52
02/04/2020   11:45       1.213                 0.53
02/04/2020   11:30       1.211                 0.51
02/04/2020   11:15       1.212                 0.52
02/04/2020   11:00       1.212                 0.52
02/04/2020   10:45       1.213                 0.53
02/04/2020   10:30       1.212                 0.52
02/04/2020   10:15       1.213                 0.53
02/04/2020   10:00       1.214                 0.54
02/04/2020   09:45       1.214                 0.54
02/04/2020   09:30       1.216                 0.56
02/04/2020   09:15       1.215                 0.55
02/04/2020   09:00       1.216                 0.56
02/04/2020   08:45       1.217                 0.57
02/04/2020   08:30       1.217                 0.57
02/04/2020   08:15       1.218                 0.58
02/04/2020   08:00       1.218                 0.58
02/04/2020   07:45       1.218                 0.58
02/04/2020   07:30       1.219                 0.59
02/04/2020   07:15       1.218                 0.58
02/04/2020   07:00       1.219                 0.59
02/04/2020   06:45       1.219                 0.59
02/04/2020   06:30       1.219                 0.59
02/04/2020   06:15       1.220                 0.61
02/04/2020   06:00       1.220                 0.61
02/04/2020   05:45       1.220                 0.61
02/04/2020   05:30       1.221                 0.62
02/04/2020   05:15       1.221                 0.62
02/04/2020   05:00       1.221                 0.62
02/04/2020   04:45       1.222                 0.63
02/04/2020   04:30       1.222                 0.63
02/04/2020   04:15       1.222                 0.63
02/04/2020   04:00       1.222                 0.63
02/04/2020   03:45       1.222                 0.63
02/04/2020   03:30       1.223                 0.64
02/04/2020   03:15       1.223                 0.64
02/04/2020   03:00       1.223                 0.64
02/04/2020   02:45       1.222                 0.63
02/04/2020   02:30       1.223                 0.64
02/04/2020   02:15       1.223                 0.64
02/04/2020   02:00       1.223                 0.64
02/04/2020   01:45       1.223                 0.64
02/04/2020   01:30       1.224                 0.65
02/04/2020   01:15       1.223                 0.64
02/04/2020   01:00       1.223                 0.64
02/04/2020   00:45       1.222                 0.63
02/04/2020   00:30       1.221                 0.62
02/04/2020   00:15       1.222                 0.63
02/04/2020   00:00       1.223                 0.64
02/03/2020   23:45       1.222                 0.63
02/03/2020   23:30       1.222                 0.63
02/03/2020   23:15       1.221                 0.62
02/03/2020   23:00       1.222                 0.63
02/03/2020   22:45       1.221                 0.62
02/03/2020   22:30       1.222                 0.63
02/03/2020   22:15       1.222                 0.63
02/03/2020   22:00       1.222                 0.63
02/03/2020   21:45       1.222                 0.63
02/03/2020   21:30       1.222                 0.63
02/03/2020   21:15       1.222                 0.63
02/03/2020   21:00       1.222                 0.63
02/03/2020   20:45       1.222                 0.63
02/03/2020   20:30       1.222                 0.63
02/03/2020   20:15       1.221                 0.62
02/03/2020   20:00       1.221                 0.62
02/03/2020   19:45       1.220                 0.61
02/03/2020   19:30       1.221                 0.62
02/03/2020   19:15       1.221                 0.62
02/03/2020   19:00       1.221                 0.62
02/03/2020   18:45       1.222                 0.63
02/03/2020   18:30       1.223                 0.64
02/03/2020   18:15       1.223                 0.64
02/03/2020   18:00       1.223                 0.64
02/03/2020   17:45       1.223                 0.64
02/03/2020   17:30       1.223                 0.64
02/03/2020   17:15       1.222                 0.63
02/03/2020   17:00       1.221                 0.62
02/03/2020   16:45       1.222                 0.63
02/03/2020   16:30       1.223                 0.64
02/03/2020   16:15       1.222                 0.63
02/03/2020   16:00       1.221                 0.62
02/03/2020   15:45       1.219                 0.59
02/03/2020   15:30       1.219                 0.59
02/03/2020   15:15       1.219                 0.59
02/03/2020   15:00       1.222                 0.63
02/03/2020   14:45       1.222                 0.63
02/03/2020   14:30       1.222                 0.63
02/03/2020   14:15       1.222                 0.63
02/03/2020   14:00       1.222                 0.63
02/03/2020   13:45       1.222                 0.63
02/03/2020   13:30       1.222                 0.63
02/03/2020   13:15       1.222                 0.63
02/03/2020   13:00       1.221                 0.62
02/03/2020   12:45       1.222                 0.63
02/03/2020   12:30       1.222                 0.63
02/03/2020   12:15       1.221                 0.62
02/03/2020   12:00       1.222                 0.63
02/03/2020   11:45       1.222                 0.63
02/03/2020   11:30       1.222                 0.63
02/03/2020   11:15       1.222                 0.63
02/03/2020   11:00       1.222                 0.63
02/03/2020   10:45       1.222                 0.63
02/03/2020   10:30       1.222                 0.63
02/03/2020   10:15       1.222                 0.63
02/03/2020   10:00       1.222                 0.63
02/03/2020   09:45       1.222                 0.63
02/03/2020   09:30       1.222                 0.63
02/03/2020   09:15       1.222                 0.63
02/03/2020   09:00       1.222                 0.63
02/03/2020   08:45       1.222                 0.63
02/03/2020   08:30       1.223                 0.64
02/03/2020   08:15       1.222                 0.63
02/03/2020   08:00       1.223                 0.64
02/03/2020   07:45       1.222                 0.63
02/03/2020   07:30       1.222                 0.63
02/03/2020   07:15       1.222                 0.63
02/03/2020   07:00       1.222                 0.63
02/03/2020   06:45       1.222                 0.63
02/03/2020   06:30       1.222                 0.63
02/03/2020   06:15       1.222                 0.63
02/03/2020   06:00       1.222                 0.63
02/03/2020   05:45       1.222                 0.63
02/03/2020   05:30       1.222                 0.63
02/03/2020   05:15       1.222                 0.63
02/03/2020   05:00       1.222                 0.63
02/03/2020   04:45       1.222                 0.63
02/03/2020   04:30       1.222                 0.63
02/03/2020   04:15       1.222                 0.63
02/03/2020   04:00       1.222                 0.63
02/03/2020   03:45       1.221                 0.62
02/03/2020   03:30       1.221                 0.62
02/03/2020   03:15       1.221                 0.62
02/03/2020   03:00       1.222                 0.63
02/03/2020   02:45       1.222                 0.63
02/03/2020   02:30       1.221                 0.62
02/03/2020   02:15       1.221                 0.62
02/03/2020   02:00       1.221                 0.62
02/03/2020   01:45       1.221                 0.62
02/03/2020   01:30       1.221                 0.62
02/03/2020   01:15       1.221                 0.62
02/03/2020   01:00       1.221                 0.62
02/03/2020   00:45       1.221                 0.62
02/03/2020   00:30       1.221                 0.62
02/03/2020   00:15       1.220                 0.61
02/03/2020   00:00       1.220                 0.61
02/02/2020   23:45       1.220                 0.61
02/02/2020   23:30       1.220                 0.61
02/02/2020   23:15       1.220                 0.61
02/02/2020   23:00       1.220                 0.61
02/02/2020   22:45       1.220                 0.61
02/02/2020   22:30       1.220                 0.61
02/02/2020   22:15       1.220                 0.61
02/02/2020   22:00       1.220                 0.61
02/02/2020   21:45       1.221                 0.62
02/02/2020   21:30       1.221                 0.62
02/02/2020   21:15       1.221                 0.62
02/02/2020   21:00       1.222                 0.63
02/02/2020   20:45       1.222                 0.63
02/02/2020   20:30       1.222                 0.63
02/02/2020   20:15       1.222                 0.63
02/02/2020   20:00       1.221                 0.62
02/02/2020   19:45       1.221                 0.62
02/02/2020   19:30       1.221                 0.62
02/02/2020   19:15       1.220                 0.61
02/02/2020   19:00       1.221                 0.62
02/02/2020   18:45       1.221                 0.62
02/02/2020   18:30       1.221                 0.62
02/02/2020   18:15       1.220                 0.61
02/02/2020   18:00       1.221                 0.62
02/02/2020   17:45       1.221                 0.62
02/02/2020   17:30       1.221                 0.62
02/02/2020   17:15       1.221                 0.62
02/02/2020   17:00       1.221                 0.62
02/02/2020   16:45       1.221                 0.62
02/02/2020   16:30       1.221                 0.62
02/02/2020   16:15       1.221                 0.62
02/02/2020   16:00       1.221                 0.62
02/02/2020   15:45       1.221                 0.62
02/02/2020   15:30       1.221                 0.62
02/02/2020   15:15       1.221                 0.62
02/02/2020   15:00       1.221                 0.62
02/02/2020   14:45       1.221                 0.62
02/02/2020   14:30       1.221                 0.62
02/02/2020   14:15       1.221                 0.62
02/02/2020   14:00       1.221                 0.62
02/02/2020   13:45       1.222                 0.63
02/02/2020   13:30       1.220                 0.61
02/02/2020   13:15       1.220                 0.61
02/02/2020   13:00       1.221                 0.62
02/02/2020   12:45       1.220                 0.61
02/02/2020   12:30       1.221                 0.62
02/02/2020   12:15       1.221                 0.62
02/02/2020   12:00       1.220                 0.61
02/02/2020   11:45       1.221                 0.62
02/02/2020   11:30       1.221                 0.62
02/02/2020   11:15       1.221                 0.62
02/02/2020   11:00       1.221                 0.62
02/02/2020   10:45       1.221                 0.62
02/02/2020   10:30       1.221                 0.62
02/02/2020   10:15       1.221                 0.62
02/02/2020   10:00       1.221                 0.62
02/02/2020   09:45       1.221                 0.62
02/02/2020   09:30       1.221                 0.62
02/02/2020   09:15       1.222                 0.63
02/02/2020   09:00       1.222                 0.63
02/02/2020   08:45       1.223                 0.64
02/02/2020   08:30       1.223                 0.64
02/02/2020   08:15       1.223                 0.64
02/02/2020   08:00       1.223                 0.64
02/02/2020   07:45       1.222                 0.63
02/02/2020   07:30       1.223                 0.64
02/02/2020   07:15       1.223                 0.64
02/02/2020   07:00       1.223                 0.64
02/02/2020   06:45       1.224                 0.65
02/02/2020   06:30       1.224                 0.65
02/02/2020   06:15       1.223                 0.64
02/02/2020   06:00       1.224                 0.65
02/02/2020   05:45       1.224                 0.65
02/02/2020   05:30       1.224                 0.65
02/02/2020   05:15       1.224                 0.65
02/02/2020   05:00       1.225                 0.66
02/02/2020   04:45       1.225                 0.66
02/02/2020   04:30       1.225                 0.66
02/02/2020   04:15       1.225                 0.66
02/02/2020   04:00       1.225                 0.66
02/02/2020   03:45       1.225                 0.66
02/02/2020   03:30       1.225                 0.66
02/02/2020   03:15       1.225                 0.66
02/02/2020   03:00       1.224                 0.65
02/02/2020   02:45       1.225                 0.66
02/02/2020   02:30       1.224                 0.65
02/02/2020   02:15       1.224                 0.65
02/02/2020   02:00       1.225                 0.66
02/02/2020   01:45       1.225                 0.66
02/02/2020   01:30       1.225                 0.66
02/02/2020   01:15       1.225                 0.66
02/02/2020   01:00       1.226                 0.68
02/02/2020   00:45       1.226                 0.68
02/02/2020   00:30       1.226                 0.68
02/02/2020   00:15       1.226                 0.68
02/02/2020   00:00       1.227                 0.69
02/01/2020   23:45       1.227                 0.69
02/01/2020   23:30       1.226                 0.68
02/01/2020   23:15       1.226                 0.68
02/01/2020   23:00       1.227                 0.69
02/01/2020   22:45       1.227                 0.69
02/01/2020   22:30       1.227                 0.69
02/01/2020   22:15       1.228                 0.70
02/01/2020   22:00       1.227                 0.69
02/01/2020   21:45       1.228                 0.70
02/01/2020   21:30       1.227                 0.69
02/01/2020   21:15       1.227                 0.69
02/01/2020   21:00       1.227                 0.69
02/01/2020   20:45       1.228                 0.70
02/01/2020   20:30       1.227                 0.69
02/01/2020   20:15       1.227                 0.69
02/01/2020   20:00       1.227                 0.69
02/01/2020   19:45       1.227                 0.69
02/01/2020   19:30       1.228                 0.70
02/01/2020   19:15       1.227                 0.69
02/01/2020   19:00       1.227                 0.69
02/01/2020   18:45       1.228                 0.70
02/01/2020   18:30       1.227                 0.69
02/01/2020   18:15       1.228                 0.70
02/01/2020   18:00       1.227                 0.69
02/01/2020   17:45       1.228                 0.70
02/01/2020   17:30       1.227                 0.69
02/01/2020   17:15       1.228                 0.70
02/01/2020   17:00       1.228                 0.70
02/01/2020   16:45       1.227                 0.69
02/01/2020   16:30       1.227                 0.69
02/01/2020   16:15       1.227                 0.69
02/01/2020   16:00       1.228                 0.70
02/01/2020   15:45       1.228                 0.70
02/01/2020   15:30       1.227                 0.69
02/01/2020   15:15       1.228                 0.70
02/01/2020   15:00       1.228                 0.70
02/01/2020   14:45       1.228                 0.70
02/01/2020   14:30       1.226                 0.68
02/01/2020   14:15       1.227                 0.69
02/01/2020   14:00       1.228                 0.70
02/01/2020   13:45       1.226                 0.68
02/01/2020   13:30       1.227                 0.69
02/01/2020   13:15       1.228                 0.70
02/01/2020   13:00       1.227                 0.69
02/01/2020   12:45       1.226                 0.68
02/01/2020   12:30       1.226                 0.68
02/01/2020   12:15       1.226                 0.68
02/01/2020   12:00       1.226                 0.68
02/01/2020   11:45       1.226                 0.68
02/01/2020   11:30       1.226                 0.68
02/01/2020   11:15       1.225                 0.66
02/01/2020   11:00       1.225                 0.66
02/01/2020   10:45       1.225                 0.66
02/01/2020   10:30       1.224                 0.65
02/01/2020   10:15       1.224                 0.65
02/01/2020   10:00       1.225                 0.66
02/01/2020   09:45       1.224                 0.65
02/01/2020   09:30       1.225                 0.66
02/01/2020   09:15       1.225                 0.66
02/01/2020   09:00       1.225                 0.66
02/01/2020   08:45       1.225                 0.66
02/01/2020   08:30       1.225                 0.66
02/01/2020   08:15       1.226                 0.68
02/01/2020   08:00       1.226                 0.68
02/01/2020   07:45       1.226                 0.68
02/01/2020   07:30       1.226                 0.68
02/01/2020   07:15       1.226                 0.68
02/01/2020   07:00       1.227                 0.69
02/01/2020   06:45       1.227                 0.69
02/01/2020   06:30       1.227                 0.69
02/01/2020   06:15       1.227                 0.69
02/01/2020   06:00       1.228                 0.70
02/01/2020   05:45       1.227                 0.69
02/01/2020   05:30       1.227                 0.69
02/01/2020   05:15       1.227                 0.69
02/01/2020   05:00       1.228                 0.70
02/01/2020   04:45       1.228                 0.70
02/01/2020   04:30       1.228                 0.70
02/01/2020   04:15       1.228                 0.70
02/01/2020   04:00       1.228                 0.70
02/01/2020   03:45       1.228                 0.70
02/01/2020   03:30       1.228                 0.70
02/01/2020   03:15       1.229                 0.71
02/01/2020   03:00       1.229                 0.71
02/01/2020   02:45       1.230                 0.73
02/01/2020   02:30       1.230                 0.73
02/01/2020   02:15       1.230                 0.73
02/01/2020   02:00       1.230                 0.73
02/01/2020   01:45       1.230                 0.73
02/01/2020   01:30       1.230                 0.73
02/01/2020   01:15       1.231                 0.74
02/01/2020   01:00       1.231                 0.74
02/01/2020   00:45       1.231                 0.74
02/01/2020   00:30       1.232                 0.75
02/01/2020   00:15       1.232                 0.75
02/01/2020   00:00       1.232                 0.75
01/31/2020   23:45       1.232                 0.75
01/31/2020   23:30       1.232                 0.75
01/31/2020   23:15       1.232                 0.75
01/31/2020   23:00       1.233                 0.77
01/31/2020   22:45       1.233                 0.77
01/31/2020   22:30       1.232                 0.75
01/31/2020   22:15       1.233                 0.77
01/31/2020   22:00       1.232                 0.75
01/31/2020   21:45       1.231                 0.74
01/31/2020   21:30       1.231                 0.74
01/31/2020   21:15       1.231                 0.74
01/31/2020   21:00       1.230                 0.73
01/31/2020   20:45       1.230                 0.73
01/31/2020   20:30       1.229                 0.71
01/31/2020   20:15       1.230                 0.73
01/31/2020   20:00       1.229                 0.71
01/31/2020   19:45       1.228                 0.70
01/31/2020   19:30       1.228                 0.70
01/31/2020   19:15       1.227                 0.69
01/31/2020   19:00       1.227                 0.69
01/31/2020   18:45       1.227                 0.69
01/31/2020   18:30       1.226                 0.68
01/31/2020   18:15       1.227                 0.69
01/31/2020   18:00       1.227                 0.69
01/31/2020   17:45       1.227                 0.69
01/31/2020   17:30       1.226                 0.68
01/31/2020   17:15       1.228                 0.70
01/31/2020   17:00       1.228                 0.70
01/31/2020   16:45       1.227                 0.69
01/31/2020   16:30       1.227                 0.69
01/31/2020   16:15       1.227                 0.69
01/31/2020   16:00       1.228                 0.70
01/31/2020   15:45       1.228                 0.70
01/31/2020   15:30       1.229                 0.71
01/31/2020   15:15       1.226                 0.68
01/31/2020   15:00       1.227                 0.69
01/31/2020   14:45       1.226                 0.68
01/31/2020   14:30       1.228                 0.70
01/31/2020   14:15       1.227                 0.69
01/31/2020   14:00       1.229                 0.71
01/31/2020   13:45       1.228                 0.70
01/31/2020   13:30       1.228                 0.70
01/31/2020   13:15       1.229                 0.71
01/31/2020   13:00       1.229                 0.71
01/31/2020   12:45       1.231                 0.74
01/31/2020   12:30       1.231                 0.74
01/31/2020   12:15       1.232                 0.75
01/31/2020   12:00       1.232                 0.75
01/31/2020   11:45       1.234                 0.78
01/31/2020   11:30       1.231                 0.74
01/31/2020   11:15       1.232                 0.75
01/31/2020   11:00       1.232                 0.75
01/31/2020   10:45       1.234                 0.78
01/31/2020   10:30       1.235                 0.80
01/31/2020   10:15       1.235                 0.80
01/31/2020   10:00       1.236                 0.81
01/31/2020   09:45       1.236                 0.81
01/31/2020   09:30       1.237                 0.82
01/31/2020   09:15       1.238                 0.84
01/31/2020   09:00       1.238                 0.84
01/31/2020   08:45       1.239                 0.85
01/31/2020   08:30       1.239                 0.85
01/31/2020   08:15       1.239                 0.85
01/31/2020   08:00       1.240                 0.87
01/31/2020   07:45       1.239                 0.85
01/31/2020   07:30       1.239                 0.85
01/31/2020   07:15       1.240                 0.87
01/31/2020   07:00       1.240                 0.87
01/31/2020   06:45       1.240                 0.87
01/31/2020   06:30       1.240                 0.87
01/31/2020   06:15       1.241                 0.88
01/31/2020   06:00       1.241                 0.88
01/31/2020   05:45       1.241                 0.88
01/31/2020   05:30       1.241                 0.88
01/31/2020   05:15       1.241                 0.88
01/31/2020   05:00       1.241                 0.88
01/31/2020   04:45       1.242                 0.89
01/31/2020   04:30       1.242                 0.89
01/31/2020   04:15       1.242                 0.89
01/31/2020   04:00       1.243                 0.90
01/31/2020   03:45       1.243                 0.90
01/31/2020   03:30       1.242                 0.89
01/31/2020   03:15       1.242                 0.89
01/31/2020   03:00       1.242                 0.89
01/31/2020   02:45       1.242                 0.89
01/31/2020   02:30       1.241                 0.88
01/31/2020   02:15       1.240                 0.87
01/31/2020   02:00       1.239                 0.85
01/31/2020   01:45       1.239                 0.85
01/31/2020   01:30       1.239                 0.85
01/31/2020   01:15       1.240                 0.87
01/31/2020   01:00       1.240                 0.87
01/31/2020   00:45       1.241                 0.88
01/31/2020   00:30       1.242                 0.89
01/31/2020   00:15       1.243                 0.90
01/31/2020   00:00       1.244                 0.91
01/30/2020   23:45       1.246                 0.93
01/30/2020   23:30       1.246                 0.93
01/30/2020   23:15       1.247                 0.95
01/30/2020   23:00       1.248                 0.96
01/30/2020   22:45       1.250                 0.98
01/30/2020   22:30       1.252                 1.00
01/30/2020   22:15       1.253                 1.01
01/30/2020   22:00       1.254                 1.03
01/30/2020   21:45       1.255                 1.04
01/30/2020   21:30       1.257                 1.06
01/30/2020   21:15       1.258                 1.07
01/30/2020   21:00       1.259                 1.09
01/30/2020   20:45       1.261                 1.11
01/30/2020   20:30       1.263                 1.14
01/30/2020   20:15       1.264                 1.15
01/30/2020   20:00       1.265                 1.16
01/30/2020   19:45       1.267                 1.19
01/30/2020   19:30       1.268                 1.20
01/30/2020   19:15       1.270                 1.23
01/30/2020   19:00       1.271                 1.24
01/30/2020   18:45       1.273                 1.27
01/30/2020   18:30       1.273                 1.27
01/30/2020   18:15       1.274                 1.28
01/30/2020   18:00       1.274                 1.28
01/30/2020   17:45       1.275                 1.29
01/30/2020   17:30       1.276                 1.31
01/30/2020   17:15       1.275                 1.29
01/30/2020   17:00       1.276                 1.31
01/30/2020   16:45       1.275                 1.29
01/30/2020   16:30       1.274                 1.28
01/30/2020   16:15       1.274                 1.28
01/30/2020   16:00       1.273                 1.27
01/30/2020   15:45       1.271                 1.24
01/30/2020   15:30       1.269                 1.22
01/30/2020   15:15       1.267                 1.19
01/30/2020   15:00       1.264                 1.15
01/30/2020   14:45       1.262                 1.12
01/30/2020   14:30       1.259                 1.09
01/30/2020   14:15       1.255                 1.04
01/30/2020   14:00       1.250                 0.98
01/30/2020   13:45       1.243                 0.90
01/30/2020   13:30       1.238                 0.84
01/30/2020   13:15       1.233                 0.77
01/30/2020   13:00       1.233                 0.77
01/30/2020   12:45       1.232                 0.75
01/30/2020   12:30       1.234                 0.78
01/30/2020   12:15       1.235                 0.80
01/30/2020   12:00       1.236                 0.81
01/30/2020   11:45       1.237                 0.82
01/30/2020   11:30       1.239                 0.85
01/30/2020   11:15       1.241                 0.88
01/30/2020   11:00       1.241                 0.88
01/30/2020   10:45       1.242                 0.89
01/30/2020   10:30       1.242                 0.89
01/30/2020   10:15       1.242                 0.89
01/30/2020   10:00       1.243                 0.90
01/30/2020   09:45       1.243                 0.90
01/30/2020   09:30       1.244                 0.91
01/30/2020   09:15       1.244                 0.91
01/30/2020   09:00       1.244                 0.91
01/30/2020   08:45       1.245                 0.92
01/30/2020   08:30       1.244                 0.91
01/30/2020   08:15       1.245                 0.92
01/30/2020   08:00       1.245                 0.92
01/30/2020   07:45       1.246                 0.93
01/30/2020   07:30       1.246                 0.93
01/30/2020   07:15       1.246                 0.93
01/30/2020   07:00       1.246                 0.93
01/30/2020   06:45       1.246                 0.93
01/30/2020   06:30       1.246                 0.93
01/30/2020   06:15       1.246                 0.93
01/30/2020   06:00       1.248                 0.96
01/30/2020   05:45       1.248                 0.96
01/30/2020   05:30       1.248                 0.96
01/30/2020   05:15       1.248                 0.96
01/30/2020   05:00       1.247                 0.95
01/30/2020   04:45       1.248                 0.96
01/30/2020   04:30       1.248                 0.96
01/30/2020   04:15       1.248                 0.96
01/30/2020   04:00       1.249                 0.97
01/30/2020   03:45       1.247                 0.95
01/30/2020   03:30       1.246                 0.93
01/30/2020   03:15       1.245                 0.92
01/30/2020   03:00       1.243                 0.90
01/30/2020   02:45       1.241                 0.88
01/30/2020   02:30       1.239                 0.85
01/30/2020   02:15       1.237                 0.82
01/30/2020   02:00       1.235                 0.80
01/30/2020   01:45       1.236                 0.81
01/30/2020   01:30       1.235                 0.80
01/30/2020   01:15       1.235                 0.80
01/30/2020   01:00       1.234                 0.78
01/30/2020   00:45       1.234                 0.78
01/30/2020   00:30       1.233                 0.77
01/30/2020   00:15       1.234                 0.78
01/30/2020   00:00       1.233                 0.77
01/29/2020   23:45       1.233                 0.77
01/29/2020   23:30       1.234                 0.78
01/29/2020   23:15       1.235                 0.80
01/29/2020   23:00       1.236                 0.81
01/29/2020   22:45       1.237                 0.82
01/29/2020   22:30       1.237                 0.82
01/29/2020   22:15       1.237                 0.82
01/29/2020   22:00       1.238                 0.84
01/29/2020   21:45       1.239                 0.85
01/29/2020   21:30       1.241                 0.88
01/29/2020   21:15       1.241                 0.88
01/29/2020   21:00       1.241                 0.88
01/29/2020   20:45       1.238                 0.84
01/29/2020   20:30       1.240                 0.87
01/29/2020   20:15       1.238                 0.84
01/29/2020   20:00       1.237                 0.82
01/29/2020   19:45       1.235                 0.80
01/29/2020   19:30       1.235                 0.80
01/29/2020   19:15       1.233                 0.77
01/29/2020   19:00       1.234                 0.78
01/29/2020   18:45       1.234                 0.78
01/29/2020   18:30       1.234                 0.78
01/29/2020   18:15       1.235                 0.80
01/29/2020   18:00       1.235                 0.80
01/29/2020   17:45       1.234                 0.78
01/29/2020   17:30       1.234                 0.78
01/29/2020   17:15       1.234                 0.78
01/29/2020   17:00       1.233                 0.77
01/29/2020   16:45       1.235                 0.80
01/29/2020   16:30       1.234                 0.78
01/29/2020   16:15       1.236                 0.81
01/29/2020   16:00       1.236                 0.81
01/29/2020   15:45       1.237                 0.82
01/29/2020   15:30       1.238                 0.84
01/29/2020   15:15       1.239                 0.85
01/29/2020   15:00       1.241                 0.88
01/29/2020   14:45       1.242                 0.89
01/29/2020   14:30       1.244                 0.91
01/29/2020   14:15       1.245                 0.92
01/29/2020   14:00       1.247                 0.95
01/29/2020   13:45       1.250                 0.98
01/29/2020   13:30       1.251                 0.99
01/29/2020   13:15       1.253                 1.01
01/29/2020   13:00       1.255                 1.04
01/29/2020   12:45       1.255                 1.04
01/29/2020   12:30       1.256                 1.05
01/29/2020   12:15       1.257                 1.06
01/29/2020   12:00       1.258                 1.07
01/29/2020   11:45       1.260                 1.10
01/29/2020   11:30       1.261                 1.11
01/29/2020   11:15       1.261                 1.11
01/29/2020   11:00       1.260                 1.10
01/29/2020   10:45       1.262                 1.12
01/29/2020   10:30       1.262                 1.12
01/29/2020   10:15       1.262                 1.12
01/29/2020   10:00       1.262                 1.12
01/29/2020   09:45       1.263                 1.14
01/29/2020   09:30       1.262                 1.12
01/29/2020   09:15       1.263                 1.14
01/29/2020   09:00       1.262                 1.12
01/29/2020   08:45       1.262                 1.12
01/29/2020   08:30       1.262                 1.12
